id_transaccion,fecha_hora,dia_semana,hora_decimal,turno,cajero,mesero,mesa_canal,categoria_producto,producto,cantidad_items,monto_bruto,descuento_pct,monto_final,metodo_pago,tipo_transaccion,es_anomalia,tipo_anomalia,descripcion_anomalia,split_sugerido
TRX-003341,2026-05-26 09:56:00,1,9.93,desayuno,CAJ-004,MES-002,mesa_14,desayunos,Bolon mixto,3,145.74,0,145.74,transferencia,venta,1,monto_extremo,Monto final extremadamente alto frente al ticket promedio.,prueba
TRX-003342,2026-05-05 20:20:00,1,20.33,cena,CAJ-003,MES-006,mesa_03,combos,Combo familiar almuerzo,1,17.2,0,17.2,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-003343,2026-05-20 13:35:00,2,13.58,almuerzo,CAJ-001,MES-002,mesa_13,bebidas,Gaseosa personal,2,2.52,0,2.52,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-003344,2026-06-18 08:05:00,3,8.08,desayuno,CAJ-004,MES-006,mesa_13,bebidas,Agua sin gas,1,1.09,0,1.09,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003345,2026-05-25 19:49:00,0,19.82,cena,CAJ-003,MES-002,mesa_13,almuerzos,Almuerzo ejecutivo,2,8.38,0,8.38,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003346,2026-06-18 08:24:00,3,8.4,desayuno,CAJ-003,MES-006,mesa_09,almuerzos,Almuerzo ejecutivo,1,4.16,10,3.74,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003347,2026-06-08 19:25:00,0,19.42,cena,CAJ-004,MES-005,mesa_08,bebidas,Jugo natural,1,1.77,0,1.77,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-003348,2026-05-17 12:28:00,6,12.47,almuerzo,CAJ-003,MES-001,mesa_09,desayunos,Bolon mixto,4,-25,0,-25,efectivo,venta,1,monto_inconsistente,"Monto cero o negativo, inconsistente para una venta.",validacion
TRX-003349,2026-06-12 19:04:00,4,19.07,cena,CAJ-004,MES-005,mesa_09,combos,Combo familiar almuerzo,2,40.0,0,40.0,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003350,2026-05-08 18:59:00,4,18.98,cena,CAJ-003,MES-003,mesa_04,desayunos,Humita con cafe,1,3.44,0,3.44,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-003351,2026-06-23 10:16:00,1,10.27,desayuno,CAJ-001,MES-002,mesa_05,almuerzos,Encebollado,2,10.19,5,9.68,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-003352,2026-06-29 18:34:00,0,18.57,cena,CAJ-003,MES-004,mesa_05,bebidas,Agua sin gas,1,1.08,5,1.03,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003353,2026-05-27 11:47:00,2,11.78,almuerzo,CAJ-003,MES-002,mesa_11,combos,Combo para dos,5,69.92,5,66.42,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003354,2026-05-15 10:58:00,4,10.97,desayuno,CAJ-002,MES-004,mesa_06,almuerzos,Encebollado,2,10.28,0,10.28,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003355,2026-06-25 11:13:00,3,11.22,almuerzo,CAJ-001,MES-006,mesa_05,almuerzos,Seco de pollo,5,27.08,10,24.37,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003356,2026-06-30 19:47:00,1,19.78,cena,CAJ-003,MES-002,mesa_01,platos_fuertes,Churrasco ecuatoriano,3,29.09,0,1.89,tarjeta,anulacion,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-003357,2026-05-17 13:59:00,6,13.98,almuerzo,CAJ-001,MES-006,mesa_10,bebidas,Gaseosa personal,2,2.61,0,2.61,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003358,2026-06-22 15:43:00,0,15.72,almuerzo,CAJ-002,MES-003,mesa_14,postres,Flan de la casa,3,7.59,5,7.21,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003359,2026-05-05 18:37:00,1,18.62,cena,CAJ-001,MES-005,retiro_local,platos_fuertes,Camarones apanados,4,48.65,0,48.65,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003360,2026-05-28 12:00:00,3,12.0,almuerzo,CAJ-003,MES-005,mesa_09,almuerzos,Seco de pollo,6,33.69,0,33.69,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003361,2026-06-04 12:52:00,3,12.87,almuerzo,CAJ-002,MES-002,mesa_08,combos,Combo familiar almuerzo,3,54.69,0,10.9,efectivo,devolucion,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003362,2026-05-14 13:50:00,3,13.83,almuerzo,CAJ-002,MES-005,mesa_03,almuerzos,Almuerzo ejecutivo,6,23.84,0,23.84,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003363,2026-05-27 17:20:00,2,17.33,cena,CAJ-001,MES-002,mesa_06,almuerzos,Encebollado,5,25.61,10,23.05,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003364,2026-06-26 13:28:00,4,13.47,almuerzo,CAJ-003,MES-006,mesa_10,bebidas,Agua sin gas,2,2.08,0,2.08,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-003365,2026-06-06 13:00:00,5,13.0,almuerzo,CAJ-001,MES-003,domicilio,almuerzos,Menestra con carne,3,19.19,0,19.19,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-003366,2026-05-16 20:43:00,5,20.72,cena,CAJ-001,MES-002,mesa_14,almuerzos,Almuerzo ejecutivo,3,11.75,0,11.75,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-003367,2026-05-19 14:56:00,1,14.93,almuerzo,CAJ-001,MES-002,mesa_13,almuerzos,Encebollado,1,4.51,45,2.48,tarjeta,venta,1,descuento_fuera_politica,Descuento superior a la politica normal del restaurante.,validacion
TRX-003368,2026-05-12 12:49:00,1,12.82,almuerzo,CAJ-004,MES-006,mesa_13,postres,Tres leches,1,2.79,0,2.79,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003369,2026-05-30 04:31:00,5,4.52,fuera_horario,CAJ-003,MES-004,domicilio,bebidas,Gaseosa personal,2,2.54,0,2.54,efectivo,venta,1,venta_fuera_horario,Transaccion registrada cuando el restaurante deberia estar cerrado.,prueba
TRX-003370,2026-06-01 17:30:00,0,17.5,cena,CAJ-001,MES-004,mesa_07,almuerzos,Almuerzo ejecutivo,3,12.45,0,12.45,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003371,2026-05-09 19:10:00,5,19.17,cena,CAJ-001,MES-006,mesa_15,bebidas,Gaseosa personal,3,3.98,0,3.98,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-003372,2026-06-03 14:29:00,2,14.48,almuerzo,CAJ-003,MES-001,mesa_08,platos_fuertes,Camarones apanados,2,24.65,0,24.65,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003373,2026-05-06 09:45:00,2,9.75,desayuno,CAJ-002,MES-003,mesa_10,almuerzos,Almuerzo ejecutivo,1,4.36,0,4.36,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-003374,2026-05-13 18:23:00,2,18.38,cena,CAJ-004,MES-006,mesa_11,platos_fuertes,Parrillada personal,1,10.42,60,4.17,tarjeta,venta,1,descuento_fuera_politica,Descuento superior a la politica normal del restaurante.,prueba
TRX-003375,2026-06-24 09:10:00,2,9.17,desayuno,CAJ-003,MES-002,mesa_08,bebidas,Agua sin gas,2,2.14,60,0.86,tarjeta,venta,1,descuento_fuera_politica,Descuento superior a la politica normal del restaurante.,validacion
TRX-003376,2026-05-05 12:14:00,1,12.23,almuerzo,CAJ-003,MES-002,mesa_14,almuerzos,Menestra con carne,1,6.13,0,6.13,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003377,2026-06-26 12:28:00,4,12.47,almuerzo,CAJ-004,MES-002,mesa_06,almuerzos,Seco de pollo,3,16.52,40,9.91,efectivo,venta,1,efectivo_descuento_alto,Venta en efectivo con descuento inusualmente alto.,prueba
TRX-003378,2026-05-17 13:44:00,6,13.73,almuerzo,CAJ-001,MES-005,mesa_08,almuerzos,Seco de pollo,2,11.39,0,11.39,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003379,2026-06-22 12:27:00,0,12.45,almuerzo,CAJ-002,MES-005,mesa_12,bebidas,Gaseosa personal,3,3.92,20,3.14,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-003380,2026-06-11 12:34:00,3,12.57,almuerzo,CAJ-003,MES-004,mesa_13,bebidas,Gaseosa personal,1,1.19,0,1.19,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-003381,2026-06-03 19:13:00,2,19.22,cena,CAJ-004,MES-002,mesa_04,combos,Combo para dos,3,40.83,10,36.75,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003382,2026-05-31 14:55:00,6,14.92,almuerzo,CAJ-004,MES-005,mesa_15,almuerzos,Seco de pollo,1,5.53,0,5.53,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-003383,2026-06-22 13:18:00,0,13.3,almuerzo,CAJ-001,MES-002,retiro_local,desayunos,Bolon mixto,1,3.71,0,3.71,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003384,2026-05-02 12:28:00,5,12.47,almuerzo,CAJ-002,MES-006,domicilio,almuerzos,Seco de pollo,2,10.94,0,10.94,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003385,2026-05-01 23:53:00,4,23.88,fuera_horario,CAJ-001,MES-002,mesa_01,almuerzos,Menestra con carne,1,6.9,0,6.9,tarjeta,venta,1,venta_fuera_horario,Transaccion registrada cuando el restaurante deberia estar cerrado.,prueba
TRX-003386,2026-05-07 20:19:00,3,20.32,cena,CAJ-001,MES-006,mesa_11,bebidas,Gaseosa personal,3,3.87,0,3.87,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003387,2026-06-06 20:09:00,5,20.15,cena,CAJ-003,MES-004,mesa_05,almuerzos,Menestra con carne,6,40.09,20,32.07,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-003388,2026-05-06 19:12:00,2,19.2,cena,CAJ-004,MES-005,mesa_02,desayunos,Humita con cafe,2,6.74,10,6.07,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-003389,2026-05-28 19:20:00,3,19.33,cena,CAJ-001,MES-003,mesa_07,almuerzos,Menestra con carne,6,38.38,0,38.38,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003390,2026-05-23 13:39:00,5,13.65,almuerzo,CAJ-002,MES-002,mesa_06,almuerzos,Seco de pollo,4,22.24,5,21.13,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003391,2026-05-31 09:27:00,6,9.45,desayuno,CAJ-001,MES-001,mesa_03,almuerzos,Seco de pollo,2,12.12,0,12.12,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-003392,2026-05-26 20:23:00,1,20.38,cena,CAJ-001,MES-001,mesa_03,almuerzos,Encebollado,2,10.34,0,10.34,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-003393,2026-05-03 08:15:00,6,8.25,desayuno,CAJ-004,MES-005,mesa_06,almuerzos,Almuerzo ejecutivo,3,13.1,0,13.1,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003394,2026-05-27 09:43:00,2,9.72,desayuno,CAJ-001,MES-006,mesa_12,bebidas,Jugo natural,3,5.37,0,5.37,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003395,2026-06-10 09:41:00,2,9.68,desayuno,CAJ-004,MES-004,domicilio,almuerzos,Almuerzo ejecutivo,2,8.62,0,8.62,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003396,2026-05-03 10:16:00,6,10.27,desayuno,CAJ-001,MES-003,mesa_10,almuerzos,Menestra con carne,2,12.52,5,11.89,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003397,2026-06-14 15:54:00,6,15.9,almuerzo,CAJ-003,MES-003,mesa_01,bebidas,Gaseosa personal,2,2.6,0,2.6,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003398,2026-06-07 13:44:00,6,13.73,almuerzo,CAJ-002,MES-002,mesa_08,almuerzos,Seco de pollo,1,5.59,10,5.03,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-003399,2026-06-28 15:54:00,6,15.9,almuerzo,CAJ-001,MES-005,mesa_15,desayunos,Bolon mixto,2,7.65,10,6.89,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003400,2026-06-18 14:01:00,3,14.02,almuerzo,CAJ-003,MES-006,mesa_03,bebidas,Gaseosa personal,4,4.8,0,4.8,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003401,2026-06-04 18:25:00,3,18.42,cena,CAJ-002,MES-006,mesa_02,bebidas,Gaseosa personal,1,1.3,10,1.17,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003402,2026-05-15 11:37:00,4,11.62,almuerzo,CAJ-002,MES-006,retiro_local,combos,Combo familiar almuerzo,1,17.8,0,17.8,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-003403,2026-05-28 19:20:00,3,19.33,cena,CAJ-004,MES-003,mesa_01,platos_fuertes,Camarones apanados,2,21.62,5,20.54,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003404,2026-06-20 12:18:00,5,12.3,almuerzo,CAJ-001,MES-003,mesa_01,almuerzos,Almuerzo ejecutivo,1,4.06,0,4.06,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003405,2026-05-26 20:43:00,1,20.72,cena,CAJ-003,MES-006,mesa_04,almuerzos,Encebollado,2,9.21,0,9.21,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-003406,2026-05-24 12:22:00,6,12.37,almuerzo,CAJ-003,MES-004,mesa_10,almuerzos,Encebollado,2,107.89,0,107.89,tarjeta,anulacion,1,empleado_anulaciones_altas,Empleado asociado a anulaciones frecuentes o de monto alto.,prueba
TRX-003407,2026-05-04 13:01:00,0,13.02,almuerzo,CAJ-004,MES-002,mesa_07,combos,Combo para dos,3,36.04,0,36.04,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-003408,2026-06-18 10:27:00,3,10.45,desayuno,CAJ-004,MES-002,app_delivery,postres,Tres leches,2,5.99,0,5.99,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003409,2026-06-16 20:52:00,1,20.87,cena,CAJ-003,MES-004,mesa_12,platos_fuertes,Camarones apanados,1,10.74,0,10.74,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003410,2026-05-22 19:38:00,4,19.63,cena,CAJ-004,MES-004,mesa_12,almuerzos,Seco de pollo,2,11.54,0,11.54,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-003411,2026-06-23 13:07:00,1,13.12,almuerzo,CAJ-001,MES-004,mesa_06,bebidas,Jugo natural,2,3.36,0,3.36,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-003412,2026-06-29 19:11:00,0,19.18,cena,CAJ-002,MES-005,domicilio,almuerzos,Almuerzo ejecutivo,1,3.81,0,3.81,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-003413,2026-05-10 12:47:00,6,12.78,almuerzo,CAJ-002,MES-002,retiro_local,almuerzos,Almuerzo ejecutivo,2,8.62,15,7.33,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003414,2026-05-08 09:32:00,4,9.53,desayuno,CAJ-003,MES-006,mesa_06,bebidas,Jugo natural,3,5.58,0,5.58,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003415,2026-05-12 17:49:00,1,17.82,cena,CAJ-004,MES-003,retiro_local,combos,Combo para dos,6,82.54,0,82.54,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003416,2026-05-03 13:18:00,6,13.3,almuerzo,CAJ-001,MES-006,retiro_local,bebidas,Jugo natural,1,1.96,0,1.96,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-003417,2026-05-03 15:54:00,6,15.9,almuerzo,CAJ-002,MES-004,mesa_10,almuerzos,Menestra con carne,4,24.6,0,24.6,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003418,2026-06-16 09:42:00,1,9.7,desayuno,CAJ-004,MES-004,mesa_03,bebidas,Agua sin gas,5,5.42,5,5.15,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-003419,2026-05-25 18:54:00,0,18.9,cena,CAJ-003,MES-003,mesa_08,desayunos,Tigrillo con cafe,2,9.32,0,9.32,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003420,2026-05-24 08:36:00,6,8.6,desayuno,CAJ-002,MES-001,mesa_04,almuerzos,Menestra con carne,1,6.2,0,6.2,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-003421,2026-06-02 20:09:00,1,20.15,cena,CAJ-003,MES-002,mesa_14,almuerzos,Seco de pollo,2,11.9,0,11.9,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003422,2026-06-05 13:32:00,4,13.53,almuerzo,CAJ-003,MES-002,mesa_05,almuerzos,Almuerzo ejecutivo,2,8.36,0,8.36,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003423,2026-05-23 13:01:00,5,13.02,almuerzo,CAJ-003,MES-006,domicilio,almuerzos,Encebollado,3,15.02,0,15.02,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-003424,2026-05-31 09:20:00,6,9.33,desayuno,CAJ-002,MES-002,mesa_04,bebidas,Gaseosa personal,2,2.62,0,2.62,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-003425,2026-05-10 09:55:00,6,9.92,desayuno,CAJ-003,MES-004,mesa_13,combos,Combo para dos,2,26.28,5,12.2,tarjeta,anulacion,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003426,2026-06-15 13:32:00,0,13.53,almuerzo,CAJ-002,MES-005,mesa_03,almuerzos,Almuerzo ejecutivo,3,12.35,0,12.35,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003427,2026-05-29 12:49:00,4,12.82,almuerzo,CAJ-003,MES-006,mesa_13,almuerzos,Seco de pollo,2,10.76,0,10.76,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003428,2026-05-17 12:39:00,6,12.65,almuerzo,CAJ-004,MES-006,mesa_07,bebidas,Gaseosa personal,4,4.8,5,4.56,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003429,2026-05-29 08:52:00,4,8.87,desayuno,CAJ-001,MES-004,mesa_08,almuerzos,Encebollado,2,10.28,0,10.28,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003430,2026-05-02 19:19:00,5,19.32,cena,CAJ-004,MES-002,mesa_13,almuerzos,Seco de pollo,5,27.45,20,21.96,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003431,2026-06-23 18:24:00,1,18.4,cena,CAJ-001,MES-001,mesa_06,almuerzos,Menestra con carne,1,6.42,0,6.42,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003432,2026-06-27 13:41:00,5,13.68,almuerzo,CAJ-001,MES-006,mesa_03,platos_fuertes,Parrillada personal,1,10.7,10,9.63,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-003433,2026-06-01 20:23:00,0,20.38,cena,CAJ-002,MES-004,mesa_06,almuerzos,Encebollado,3,14.85,10,13.37,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-003434,2026-05-21 10:38:00,3,10.63,desayuno,CAJ-002,MES-002,mesa_15,almuerzos,Seco de pollo,1,5.33,20,4.26,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003435,2026-05-27 08:05:00,2,8.08,desayuno,CAJ-004,MES-006,mesa_08,desayunos,Humita con cafe,2,6.84,0,6.84,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003436,2026-05-21 12:47:00,3,12.78,almuerzo,CAJ-002,MES-003,mesa_14,almuerzos,Menestra con carne,2,13.55,10,12.2,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-003437,2026-06-20 12:34:00,5,12.57,almuerzo,CAJ-001,MES-002,mesa_14,bebidas,Agua sin gas,1,1.04,0,1.04,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-003438,2026-05-27 11:35:00,2,11.58,almuerzo,CAJ-004,MES-001,mesa_06,almuerzos,Seco de pollo,1,6.14,0,6.14,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003439,2026-05-11 18:41:00,0,18.68,cena,CAJ-001,MES-003,mesa_12,bebidas,Gaseosa personal,4,5.42,0,5.42,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003440,2026-06-03 19:39:00,2,19.65,cena,CAJ-004,MES-005,mesa_13,bebidas,Gaseosa personal,4,4.92,0,4.92,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003441,2026-05-25 08:32:00,0,8.53,desayuno,CAJ-003,MES-004,mesa_09,platos_fuertes,Parrillada personal,5,95.03,0,95.03,transferencia,anulacion,1,empleado_anulaciones_altas,Empleado asociado a anulaciones frecuentes o de monto alto.,validacion
TRX-003442,2026-06-08 20:34:00,0,20.57,cena,CAJ-004,MES-004,mesa_09,desayunos,Humita con cafe,3,9.88,10,8.89,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003443,2026-05-28 12:35:00,3,12.58,almuerzo,CAJ-003,MES-005,mesa_10,almuerzos,Encebollado,1,4.96,0,4.96,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003444,2026-05-07 14:55:00,3,14.92,almuerzo,CAJ-002,MES-001,mesa_05,bebidas,Gaseosa personal,4,-12,0,-12,efectivo,venta,1,monto_inconsistente,"Monto cero o negativo, inconsistente para una venta.",validacion
TRX-003445,2026-05-01 11:35:00,4,11.58,almuerzo,CAJ-004,MES-005,mesa_09,almuerzos,Encebollado,4,20.36,0,20.36,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-003446,2026-06-09 12:22:00,1,12.37,almuerzo,CAJ-002,MES-004,domicilio,platos_fuertes,Camarones apanados,2,21.63,0,21.63,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-003447,2026-05-23 19:24:00,5,19.4,cena,CAJ-002,MES-003,app_delivery,desayunos,Humita con cafe,1,3.42,0,3.42,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003448,2026-05-23 12:54:00,5,12.9,almuerzo,CAJ-001,MES-005,mesa_08,platos_fuertes,Churrasco ecuatoriano,5,45.33,15,38.53,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003449,2026-05-31 15:54:00,6,15.9,almuerzo,CAJ-003,MES-005,mesa_10,combos,Combo familiar almuerzo,2,38.81,0,38.81,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-003450,2026-05-28 19:01:00,3,19.02,cena,CAJ-004,MES-005,mesa_03,bebidas,Jugo natural,1,1.85,0,1.85,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-003451,2026-06-04 19:21:00,3,19.35,cena,CAJ-002,MES-005,retiro_local,almuerzos,Menestra con carne,2,12.35,0,12.35,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003452,2026-06-14 15:54:00,6,15.9,almuerzo,CAJ-003,MES-001,mesa_05,almuerzos,Menestra con carne,1,6.06,15,5.15,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003453,2026-06-02 12:08:00,1,12.13,almuerzo,CAJ-003,MES-005,mesa_07,almuerzos,Almuerzo ejecutivo,1,4.0,10,3.6,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-003454,2026-06-06 08:14:00,5,8.23,desayuno,CAJ-004,MES-003,mesa_14,almuerzos,Menestra con carne,1,6.82,0,6.82,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-003455,2026-05-04 11:12:00,0,11.2,almuerzo,CAJ-002,MES-005,retiro_local,almuerzos,Almuerzo ejecutivo,3,12.77,0,12.77,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-003456,2026-05-18 12:54:00,0,12.9,almuerzo,CAJ-001,MES-005,mesa_02,desayunos,Humita con cafe,4,12.55,0,12.55,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003457,2026-06-09 19:42:00,1,19.7,cena,CAJ-004,MES-003,app_delivery,bebidas,Agua sin gas,1,0.96,0,0.96,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003458,2026-05-15 08:33:00,4,8.55,desayuno,CAJ-002,MES-004,mesa_05,desayunos,Bolon mixto,3,10.6,15,9.01,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003459,2026-06-02 19:28:00,1,19.47,cena,CAJ-002,MES-005,mesa_07,almuerzos,Seco de pollo,3,16.41,0,16.41,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003460,2026-06-08 08:30:00,0,8.5,desayuno,CAJ-002,MES-001,mesa_12,almuerzos,Encebollado,6,31.26,0,31.26,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003461,2026-05-23 11:45:00,5,11.75,almuerzo,CAJ-004,MES-002,mesa_11,platos_fuertes,Camarones apanados,2,23.14,0,23.14,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-003462,2026-05-30 21:53:00,5,21.88,cena,CAJ-003,MES-006,mesa_14,platos_fuertes,Parrillada personal,2,22.9,0,22.9,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-003463,2026-06-21 15:54:00,6,15.9,almuerzo,CAJ-001,MES-006,mesa_02,bebidas,Agua sin gas,1,0.96,0,0.96,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-003464,2026-05-16 14:06:00,5,14.1,almuerzo,CAJ-001,MES-003,app_delivery,almuerzos,Almuerzo ejecutivo,4,16.45,10,14.8,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-003465,2026-06-27 15:55:00,5,15.92,almuerzo,CAJ-004,MES-004,mesa_06,almuerzos,Seco de pollo,3,-25,0,-25,efectivo,venta,1,monto_inconsistente,"Monto cero o negativo, inconsistente para una venta.",prueba
